CVE,Vendor,Product,Name,Added,Description,Action,Due,RansomwareCampaign,Notes,CVSS2,CVSS3x,EPSS,Percentile,KEVPercentile
CVE-2019-7286,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,5/23/2022,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for privilege escalation.",Apply updates per vendor instructions.,6/13/2022,Unknown,,6.8,7.8,0.00339,0.68452,0.56571
CVE-2019-7287,Apple,iOS,Apple iOS Memory Corruption Vulnerability,5/23/2022,Apple iOS contains a memory corruption vulnerability which could allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,6/13/2022,Unknown,,9.3,7.8,0.00125,0.46902,0.53336
CVE-2019-0676,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,5/23/2022,An information disclosure vulnerability exists when Internet Explorer improperly handles objects in memory. An attacker who successfully exploited this vulnerability could test for the presence of files on disk.,Apply updates per vendor instructions.,6/13/2022,Unknown,,4.3,6.5,0.01989,0.87600,0.59983
CVE-2019-5786,Google,Chrome,Google Chrome Use-After-Free Vulnerability,5/23/2022,Google Chrome contains a heap use-after-free vulnerability that allows an attacker to potentially perform out of bounds memory access.,Apply updates per vendor instructions.,6/13/2022,Unknown,,4.3,6.5,0.97242,0.99813,1.00000
CVE-2019-0703,Microsoft,Windows,Microsoft Windows SMB Information Disclosure Vulnerability,5/23/2022,"An information disclosure vulnerability exists in the way that the Windows SMB Server handles certain requests, which could lead to information disclosure from the server.",Apply updates per vendor instructions.,6/13/2022,Unknown,,4,6.5,0.00207,0.58688,0.55067
CVE-2019-0880,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,5/23/2022,A local elevation of privilege vulnerability exists in how splwow64.exe handles certain calls. An attacker who successfully exploited the vulnerability could elevate privileges on an affected system from low-integrity to medium-integrity.,Apply updates per vendor instructions.,6/13/2022,Unknown,,4.6,7.8,0.00042,0.05779,0.43343
CVE-2019-13720,Google,Chrome,Google Chrome Use-After-Free Vulnerability,5/23/2022,Use-after-free in WebAudio in Google Chrome allows a remote attacker to potentially exploit heap corruption.,Apply updates per vendor instructions.,6/13/2022,Unknown,,6.8,8.8,0.97420,0.99923,1.00000
CVE-2019-11707,Mozilla,Firefox and Thunderbird,Mozilla Firefox and Thunderbird Type Confusion Vulnerability,5/23/2022,"Mozilla Firefox and Thunderbird contain a type confusion vulnerability that can occur when manipulating JavaScript objects due to issues in Array.pop, allowing for an exploitable crash.",Apply updates per vendor instructions.,6/13/2022,Unknown,,7.5,8.8,0.77152,0.97942,1.00000
CVE-2019-11708,Mozilla,Firefox and Thunderbird,Mozilla Firefox and Thunderbird Sandbox Escape Vulnerability,5/23/2022,Mozilla Firefox and Thunderbird contain a sandbox escape vulnerability that could result in remote code execution.,Apply updates per vendor instructions.,6/13/2022,Unknown,,10,10,0.00822,0.80027,0.58320
CVE-2019-8720,WebKitGTK,WebKitGTK,WebKitGTK Memory Corruption Vulnerability,5/23/2022,WebKitGTK contains a memory corruption vulnerability which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,6/13/2022,Unknown,,,8.8,0.00576,0.75650,0.57497
CVE-2019-18426,Meta Platforms,WhatsApp,WhatsApp Cross-Site Scripting Vulnerability,5/23/2022,A vulnerability in WhatsApp Desktop when paired with WhatsApp for iPhone allows cross-site scripting and local file reading.,Apply updates per vendor instructions.,6/13/2022,Unknown,,5.8,8.2,0.00936,0.81333,0.58363
CVE-2019-1385,Microsoft,Windows,Microsoft Windows AppX Deployment Extensions Privilege Escalation Vulnerability,5/23/2022,"A privilege escalation vulnerability exists when the Windows AppX Deployment Extensions improperly performs privilege management, resulting in access to system files.",Apply updates per vendor instructions.,6/13/2022,Known,,6.1,7.8,0.00398,0.70828,0.56857
CVE-2019-1130,Microsoft,Windows,Microsoft Windows AppX Deployment Service Privilege Escalation Vulnerability,5/23/2022,A privilege escalation vulnerability exists when Windows AppX Deployment Service (AppXSVC) improperly handles hard links.,Apply updates per vendor instructions.,6/13/2022,Known,,7.2,7.8,0.88811,0.98469,1.00000
CVE-2018-5002,Adobe,Flash Player,Adobe Flash Player Stack-based Buffer Overflow Vulnerability,5/23/2022,Adobe Flash Player have a stack-based buffer overflow vulnerability that could lead to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,6/13/2022,Unknown,,10,9.8,0.02743,0.89516,0.61484
CVE-2018-8589,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,5/23/2022,A privilege escalation vulnerability exists when Windows improperly handles calls to Win32k.sys. An attacker who successfully exploited this vulnerability could run remote code in the security context of the local system.,Apply updates per vendor instructions.,6/13/2022,Unknown,,7.2,7.8,0.00118,0.45825,0.53169
CVE-2018-8611,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,5/24/2022,A privilege escalation vulnerability exists when the Windows kernel fails to properly handle objects in memory.,Apply updates per vendor instructions.,6/14/2022,Unknown,,7.2,7.8,0.00061,0.23941,0.49138
CVE-2018-19953,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Cross-Site Scripting Vulnerability,5/24/2022,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,Apply updates per vendor instructions.,6/14/2022,Known,,4.3,6.1,0.00379,0.70143,0.56805
CVE-2018-19949,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Command Injection Vulnerability,5/24/2022,A command injection vulnerability affecting QNAP NAS File Station could allow remote attackers to run commands.,Apply updates per vendor instructions.,6/14/2022,Known,,7.5,9.8,0.00672,0.77686,0.57926
CVE-2018-19943,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Cross-Site Scripting Vulnerability,5/24/2022,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,Apply updates per vendor instructions.,6/14/2022,Known,,3.5,5.4,0.00176,0.54900,0.54494
CVE-2017-0147,Microsoft,SMBv1 server,Microsoft Windows SMBv1 Information Disclosure Vulnerability,5/24/2022,The SMBv1 server in Microsoft Windows allows remote attackers to obtain sensitive information from process memory via a crafted packet.,Apply updates per vendor instructions.,6/14/2022,Known,,4.3,5.9,0.97112,0.99743,1.00000
CVE-2017-0022,Microsoft,XML Core Services,Microsoft XML Core Services Information Disclosure Vulnerability,5/24/2022,"Microsoft XML Core Services (MSXML) improperly handles objects in memory, allowing attackers to test for files on disk via a crafted web site.",Apply updates per vendor instructions.,6/14/2022,Unknown,,4.3,4.3,0.96787,0.99613,1.00000
CVE-2017-0005,Microsoft,Windows,Microsoft Windows Graphics Device Interface (GDI) Privilege Escalation Vulnerability,5/24/2022,The Graphics Device Interface (GDI) in Microsoft Windows allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,6/14/2022,Unknown,,6.9,7,0.00086,0.35855,0.51788
CVE-2017-0149,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,5/24/2022,Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code or cause a denial-of-service (DoS) via a crafted website.,Apply updates per vendor instructions.,6/14/2022,Unknown,,7.6,7.5,0.12815,0.94964,0.66867
CVE-2017-0210,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,5/24/2022,"A privilege escalation vulnerability exists when Internet Explorer does not properly enforce cross-domain policies, which could allow an attacker to access information.",Apply updates per vendor instructions.,6/14/2022,Unknown,,4.3,4.3,0.00397,0.70797,0.56855
CVE-2017-8291,Artifex,Ghostscript,Artifex Ghostscript Type Confusion Vulnerability,5/24/2022,"Artifex Ghostscript allows -dSAFER bypass and remote command execution via .rsdparams type confusion with a ""/OutputFile.",Apply updates per vendor instructions.,6/14/2022,Unknown,,6.8,7.8,0.25459,0.96263,0.70829
CVE-2017-8543,Microsoft,Windows,Microsoft Windows Search Remote Code Execution Vulnerability,5/24/2022,Microsoft Windows allows an attacker to take control of the affected system when Windows Search fails to handle objects in memory.,Apply updates per vendor instructions.,6/14/2022,Unknown,,10,9.8,0.30899,0.96555,0.72263
CVE-2017-18362,Kaseya,Virtual System/Server Administrator (VSA),Kaseya VSA SQL Injection Vulnerability,5/24/2022,ConnectWise ManagedITSync integration for Kaseya VSA is vulnerable to unauthenticated remote commands that allow full direct access to the Kaseya VSA database.,The impacted product is end-of-life and should be disconnected if still in use.,6/14/2022,Known,,7.5,9.8,0.05499,0.92476,0.63484
CVE-2016-0162,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,5/24/2022,An information disclosure vulnerability exists when Internet Explorer does not properly handle JavaScript. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,6/14/2022,Unknown,,4.3,4.3,0.05945,0.92729,0.63603
CVE-2016-3351,Microsoft,Internet Explorer and Edge,Microsoft Internet Explorer and Edge Information Disclosure Vulnerability,5/24/2022,An information disclosure vulnerability exists in the way that certain functions in Internet Explorer and Edge handle objects in memory. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,6/14/2022,Known,,2.6,3.1,0.12362,0.94900,0.66830
CVE-2016-4655,Apple,iOS,Apple iOS Information Disclosure Vulnerability,5/24/2022,The Apple iOS kernel allows attackers to obtain sensitive information from memory via a crafted application.,Apply updates per vendor instructions.,6/14/2022,Unknown,,7.1,5.5,0.86563,0.98343,1.00000
CVE-2016-4656,Apple,iOS,Apple iOS Memory Corruption Vulnerability,5/24/2022,A memory corruption vulnerability in Apple iOS kernel allows attackers to execute code in a privileged context or cause a denial-of-service (DoS) via a crafted application.,Apply updates per vendor instructions.,6/14/2022,Unknown,,9.3,7.8,0.00552,0.75121,0.57472
CVE-2016-4657,Apple,iOS,Apple iOS Webkit Memory Corruption Vulnerability,5/24/2022,WebKit in Apple iOS contains a memory corruption vulnerability that allows attackers to execute remote code or cause a denial-of-service (DoS) via a crafted web site.,Apply updates per vendor instructions.,6/14/2022,Unknown,,6.8,8.8,0.87595,0.98394,1.00000
CVE-2016-6366,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) SNMP Buffer Overflow Vulnerability,5/24/2022,A buffer overflow vulnerability in the Simple Network Management Protocol (SNMP) code of Cisco ASA software could allow an attacker to cause a reload of the affected system or to remotely execute code.,Apply updates per vendor instructions.,6/14/2022,Unknown,,8.5,8.8,0.97450,0.99949,1.00000
CVE-2016-6367,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) CLI Remote Code Execution Vulnerability,5/24/2022,"A vulnerability in the command-line interface (CLI) parser of Cisco ASA software could allow an authenticated, local attacker to create a denial-of-service (DoS) condition or potentially execute code.",Apply updates per vendor instructions.,6/14/2022,Unknown,,6.8,7.8,0.97507,0.99982,1.00000
CVE-2016-3298,Microsoft,Internet Explorer,Microsoft Internet Explorer Messaging API Information Disclosure Vulnerability,5/24/2022,An information disclosure vulnerability exists when the Microsoft Internet Messaging API improperly handles objects in memory. An attacker who successfully exploited this vulnerability could allow the attacker to test for the presence of files on disk.,Apply updates per vendor instructions.,6/14/2022,Unknown,,2.6,5.3,0.95662,0.99281,1.00000
CVE-2019-3010,Oracle,Solaris,Oracle Solaris Privilege Escalation Vulnerability,5/25/2022,Oracle Solaris component: XScreenSaver contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,6/15/2022,Unknown,,4.6,8.8,0.00394,0.70695,0.56847
CVE-2016-3393,Microsoft,Windows,Microsoft Windows Graphics Device Interface (GDI) Remote Code Execution Vulnerability,5/25/2022,A remote code execution vulnerability exists due to the way the Windows GDI component handles objects in the memory. An attacker who successfully exploits this vulnerability could take control of the affected system.,Apply updates per vendor instructions.,6/15/2022,Unknown,,9.3,7.8,0.46295,0.97110,0.79100
CVE-2016-7256,Microsoft,Windows,Microsoft Windows Open Type Font Remote Code Execution Vulnerability,5/25/2022,A remote code execution vulnerability exists when the Windows font library improperly handles specially crafted embedded fonts. An attacker who successfully exploits this vulnerability could take control of the affected system.,Apply updates per vendor instructions.,6/15/2022,Unknown,,9.3,8.8,0.46805,0.97129,0.80037
CVE-2016-1010,Adobe,Flash Player and AIR,Adobe Flash Player and AIR Integer Overflow Vulnerability,5/25/2022,Integer overflow vulnerability in Adobe Flash Player and AIR allows attackers to execute code.,The impacted products are end-of-life and should be disconnected if still in use.,6/15/2022,Unknown,,9.3,8.8,0.94483,0.99054,1.00000
CVE-2016-0984,Adobe,Flash Player and AIR,Adobe Flash Player and AIR Use-After-Free Vulnerability,5/25/2022,Use-after-free vulnerability in Adobe Flash Player and Adobe AIR allows attackers to execute code.,The impacted products are end-of-life and should be disconnected if still in use.,6/15/2022,Unknown,,9.3,8.8,0.06494,0.93053,0.64086
CVE-2016-0034,Microsoft,Silverlight,Microsoft Silverlight Runtime Remote Code Execution Vulnerability,5/25/2022,"Microsoft Silverlight mishandles negative offsets during decoding, which allows attackers to execute remote code or cause a denial-of-service (DoS).",The impacted products are end-of-life and should be disconnected if still in use.,6/15/2022,Known,,9.3,8.8,0.78826,0.97994,1.00000
CVE-2015-0310,Adobe,Flash Player,Adobe Flash Player ASLR Bypass Vulnerability,5/25/2022,"Adobe Flash Player does not properly restrict discovery of memory addresses, which allows attackers to bypass the address space layout randomization (ASLR) protection mechanism.",The impacted product is end-of-life and should be disconnected if still in use.,6/15/2022,Unknown,,10,,0.91946,0.98724,1.00000
CVE-2015-0016,Microsoft,Windows,Microsoft Windows TS WebProxy Directory Traversal Vulnerability,5/25/2022,Directory traversal vulnerability in the TS WebProxy (TSWbPrxy) component in Microsoft Windows allows remote attackers to escalate privileges.,Apply updates per vendor instructions.,6/15/2022,Unknown,,9.3,,0.26597,0.96318,0.71262
CVE-2015-0071,Microsoft,Internet Explorer,Microsoft Internet Explorer ASLR Bypass Vulnerability,5/25/2022,Microsoft Internet Explorer allows remote attackers to bypass the address space layout randomization (ASLR) protection mechanism via a crafted web site.,Apply updates per vendor instructions.,6/15/2022,Unknown,,4.3,,0.56780,0.97400,0.89925
CVE-2015-2360,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,5/25/2022,Win32k.sys in the kernel-mode drivers in Microsoft Windows allows local users to gain privileges or cause denial-of-service (DoS).,Apply updates per vendor instructions.,6/15/2022,Unknown,,7.2,,0.00084,0.34998,0.51553
CVE-2015-2425,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,5/25/2022,Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,Apply updates per vendor instructions.,6/15/2022,Unknown,,9.3,,0.96340,0.99447,1.00000
CVE-2015-1769,Microsoft,Windows,Microsoft Windows Mount Manager Privilege Escalation Vulnerability,5/25/2022,A privilege escalation vulnerability exists when the Windows Mount Manager component improperly processes symbolic links.,Apply updates per vendor instructions.,6/15/2022,Unknown,,7.2,,0.00167,0.53410,0.54204
CVE-2015-4495,Mozilla,Firefox,Mozilla Firefox Security Feature Bypass Vulnerability,5/25/2022,Moxilla Firefox allows remote attackers to bypass the Same Origin Policy to read arbitrary files or gain privileges.,Apply updates per vendor instructions.,6/15/2022,Unknown,,4.3,,0.96680,0.99569,1.00000
CVE-2015-8651,Adobe,Flash Player,Adobe Flash Player Integer Overflow Vulnerability,5/25/2022,Integer overflow in Adobe Flash Player allows attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,6/15/2022,Unknown,,9.3,8.8,0.19321,0.95839,0.68787
CVE-2015-6175,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,5/25/2022,The kernel in Microsoft Windows contains a vulnerability that allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,6/15/2022,Unknown,,7.2,,0.00043,0.05928,0.43523
CVE-2015-1671,Microsoft,Windows,Microsoft Windows Remote Code Execution Vulnerability,5/25/2022,"A remote code execution vulnerability exists when components of Windows, .NET Framework, Office, Lync, and Silverlight fail to properly handle TrueType fonts.",Apply updates per vendor instructions.,6/15/2022,Unknown,,9.3,,0.32872,0.96634,0.73102
CVE-2014-4148,Microsoft,Windows,Microsoft Windows Remote Code Execution Vulnerability,5/25/2022,A remote code execution vulnerability exists when the Windows kernel-mode driver improperly handles TrueType fonts.,Apply updates per vendor instructions.,6/15/2022,Unknown,,9.3,,0.42142,0.96988,0.77081
CVE-2014-8439,Adobe,Flash Player,Adobe Flash Player Dereferenced Pointer Vulnerability,5/25/2022,Adobe Flash Player has a vulnerability in the way it handles a dereferenced memory pointer which could lead to code execution.,The impacted product is end-of-life and should be disconnected if still in use.,6/15/2022,Unknown,,10,,0.88421,0.98440,1.00000
CVE-2014-4123,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,5/25/2022,Microsoft Internet Explorer contains an unspecified vulnerability that allows remote attackers to gain privileges via a crafted web site.,Apply updates per vendor instructions.,6/15/2022,Unknown,,6.8,,0.01041,0.82348,0.58490
CVE-2014-0546,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Sandbox Bypass Vulnerability,5/25/2022,"Adobe Acrobat and Reader on Windows allow attackers to bypass a sandbox protection mechanism, and consequently execute native code in a privileged context.",Apply updates per vendor instructions.,6/15/2022,Unknown,,10,,0.01263,0.84198,0.58945
CVE-2014-2817,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,5/25/2022,Microsoft Internet Explorer cotains an unspecified vulnerability that allows remote attackers to gain privileges via a crafted web site.,Apply updates per vendor instructions.,6/15/2022,Unknown,,6.8,,0.01193,0.83650,0.58737
CVE-2014-4077,Microsoft,Input Method Editor (IME) Japanese,Microsoft IME Japanese Privilege Escalation Vulnerability,5/25/2022,Microsoft Input Method Editor (IME) Japanese is a keyboard with Japanese characters that can be enabled on Windows systems as it is included by default (with the default set as disabled). IME Japanese contains an unspecified vulnerability when IMJPDCT.EXE (IME for Japanese) is installed which allows attackers to bypass a sandbox and perform privilege escalation.,Apply updates per vendor instructions.,6/15/2022,Unknown,,9.3,,0.00739,0.78840,0.58204
CVE-2014-3153,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,5/25/2022,"The futex_requeue function in kernel/futex.c in Linux kernel does not ensure that calls have two different futex addresses, which allows local users to gain privileges.",Apply updates per vendor instructions.,6/15/2022,Unknown,,7.2,,0.00129,0.47530,0.53394
CVE-2013-7331,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,5/25/2022,An information disclosure vulnerability exists in Internet Explorer which allows resources loaded into memory to be queried. This vulnerability could allow an attacker to detect anti-malware applications.,Apply updates per vendor instructions.,6/15/2022,Unknown,,4.3,,0.55825,0.97378,0.88660
CVE-2013-3993,IBM,InfoSphere BigInsights,IBM InfoSphere BigInsights Invalid Input Vulnerability,5/25/2022,"Certain APIs within BigInsights can take invalid input that might allow attackers unauthorized access to read, write, modify, or delete data.",The impacted product is end-of-life and should be disconnected if still in use.,6/15/2022,Known,,3.5,,0.00618,0.76562,0.57542
CVE-2013-3896,Microsoft,Silverlight,Microsoft Silverlight Information Disclosure Vulnerability,5/25/2022,"Microsoft Silverlight does not properly validate pointers during access to Silverlight elements, which allows remote attackers to obtain sensitive information via a crafted Silverlight application.",The impacted product is end-of-life and should be disconnected if still in use.,6/15/2022,Unknown,,4.3,,0.16125,0.95478,0.67832
CVE-2013-2423,Oracle,Java Runtime Environment (JRE),Oracle JRE Unspecified Vulnerability,5/25/2022,Unspecified vulnerability in hotspot for Java Runtime Environment (JRE) allows remote attackers to affect integrity.,Apply updates per vendor instructions.,6/15/2022,Unknown,,4.3,,0.97512,0.99983,1.00000
CVE-2013-0431,Oracle,Java Runtime Environment (JRE),Oracle JRE Sandbox Bypass Vulnerability,5/25/2022,Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle allows remote attackers to bypass the Java security sandbox.,Apply updates per vendor instructions.,6/15/2022,Known,,5,,0.97469,0.99960,1.00000
CVE-2013-0422,Oracle,Java Runtime Environment (JRE),Oracle JRE Remote Code Execution Vulnerability,5/25/2022,A vulnerability in the way Java restricts the permissions of Java applets could allow an attacker to execute commands on a vulnerable system.,Apply updates per vendor instructions.,6/15/2022,Unknown,,10,,0.97435,0.99940,1.00000
CVE-2013-0074,Microsoft,Silverlight,Microsoft Silverlight Double Dereference Vulnerability,5/25/2022,"Microsoft Silverlight does not properly validate pointers during HTML object rendering, which allows remote attackers to execute code via a crafted Silverlight application.",The impacted product is end-of-life and should be disconnected if still in use.,6/15/2022,Known,,9.3,,0.96732,0.99588,1.00000
CVE-2012-1710,Oracle,Fusion Middleware,Oracle Fusion Middleware Unspecified Vulnerability,5/25/2022,"Unspecified vulnerability in the Oracle WebCenter Forms Recognition component in Oracle Fusion Middleware allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors related to Designer.",Apply updates per vendor instructions.,6/15/2022,Unknown,,7.5,,0.94849,0.99113,1.00000
CVE-2010-1428,Red Hat,JBoss,Red Hat JBoss Information Disclosure Vulnerability,5/25/2022,"Unauthenticated access to the JBoss Application Server Web Console (/web-console) is blocked by default. However, it was found that this block was incomplete, and only blocked GET and POST HTTP verbs. A remote attacker could use this flaw to gain access to sensitive information.",Apply updates per vendor instructions.,6/15/2022,Known,,5,,0.00881,0.80734,0.58343
CVE-2010-0840,Oracle,Java Runtime Environment (JRE),Oracle JRE Unspecified Vulnerability,5/25/2022,"Unspecified vulnerability in the Java Runtime Environment (JRE) in Java SE component allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors.",Apply updates per vendor instructions.,6/15/2022,Unknown,,7.5,,0.94408,0.99041,1.00000
CVE-2010-0738,Red Hat,JBoss,Red Hat JBoss Authentication Bypass Vulnerability,5/25/2022,"The JMX-Console web application in JBossAs in Red Hat JBoss Enterprise Application Platform performs access control only for the GET and POST methods, which allows remote attackers to send requests to this application's GET handler by using a different method.",Apply updates per vendor instructions.,6/15/2022,Known,,5,,0.97433,0.99937,1.00000
CVE-2022-26134,Atlassian,Confluence Server/Data Center,Atlassian Confluence Server and Data Center Remote Code Execution Vulnerability,6/2/2022,Atlassian Confluence Server and Data Center contain a remote code execution vulnerability that allows for an unauthenticated attacker to perform remote code execution.,"Immediately block all internet traffic to and from affected products AND apply the update per vendor instructions [https://confluence.atlassian.com/doc/confluence-security-advisory-2022-06-02-1130377146.html] OR remove the affected products by the due date on the right. Note: Once the update is successfully deployed, agencies can reassess the internet blocking rules.",6/6/2022,Known,,7.5,9.8,0.97535,0.99993,1.00000
CVE-2019-7195,QNAP,Photo Station,QNAP Photo Station Path Traversal Vulnerability,6/8/2022,QNAP devices running Photo Station contain an external control of file name or path vulnerability allowing remote attackers to access or modify system files.,Apply updates per vendor instructions.,6/22/2022,Known,,7.5,9.8,0.97070,0.99719,1.00000
CVE-2019-7194,QNAP,Photo Station,QNAP Photo Station Path Traversal Vulnerability,6/8/2022,QNAP devices running Photo Station contain an external control of file name or path vulnerability allowing remote attackers to access or modify system files.,Apply updates per vendor instructions.,6/22/2022,Known,,7.5,9.8,0.97070,0.99719,1.00000
CVE-2019-7193,QNAP,QTS,QNAP QTS Improper Input Validation Vulnerability,6/8/2022,QNAP QTS contains an improper input validation vulnerability allowing remote attackers to inject code on the system.,Apply updates per vendor instructions.,6/22/2022,Known,,10,9.8,0.12427,0.94908,0.66834
CVE-2019-7192,QNAP,Photo Station,QNAP Photo Station Improper Access Control Vulnerability,6/8/2022,QNAP NAS devices running Photo Station contain an improper access control vulnerability allowing remote attackers to gain unauthorized access to the system.,Apply updates per vendor instructions.,6/22/2022,Known,,7.5,9.8,0.96341,0.99448,1.00000
CVE-2019-5825,Google,Chromium V8 Engine,Google Chromium V8 Out-of-Bounds Write Vulnerability,6/8/2022,Google Chromium V8 Engine contains an out-of-bounds write vulnerability that allows a remote attacker to potentially exploit heap corruption.,Apply updates per vendor instructions.,6/22/2022,Unknown,,4.3,6.5,0.63707,0.97583,1.00000
CVE-2019-15271,Cisco,RV Series Routers,Cisco RV Series Routers Deserialization of Untrusted Data Vulnerability,6/8/2022,A deserialization of untrusted data vulnerability in the web-based management interface of certain Cisco Small Business RV Series Routers could allow an attacker to execute code with root privileges.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9,8.8,0.00308,0.66885,0.56287
CVE-2018-6065,Google,Chromium V8 Engine,Google Chromium V8 Integer Overflow Vulnerability,6/8/2022,Google Chromium V8 Engine contains an integer overflow vulnerability that allows a remote attacker to potentially exploit heap corruption.,Apply updates per vendor instructions.,6/22/2022,Unknown,,6.8,8.8,0.88738,0.98464,1.00000
CVE-2018-4990,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Double Free Vulnerability,6/8/2022,Adobe Acrobat and Reader have a double free vulnerability that could lead to remote code execution.,Apply updates per vendor instructions.,6/22/2022,Unknown,,6.8,8.8,0.03955,0.91156,0.62047
CVE-2018-17480,Google,Chromium V8 Engine,Google Chromium V8 Out-of-Bounds Write Vulnerability,6/8/2022,Google Chromium V8 Engine contains an out-of-bounds write vulnerability that allows a remote attacker to execute code inside a sandbox.,Apply updates per vendor instructions.,6/22/2022,Unknown,,6.8,8.8,0.06792,0.93212,0.64298
CVE-2018-17463,Google,Chromium V8 Engine,Google Chromium V8 Remote Code Execution Vulnerability,6/8/2022,Google Chromium V8 Engine contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,6/22/2022,Unknown,,6.8,8.8,0.97208,0.99793,1.00000
CVE-2017-6862,NETGEAR,Multiple Devices,NETGEAR Multiple Devices Buffer Overflow Vulnerability,6/8/2022,Multiple NETGEAR devices contain a buffer overflow vulnerability that allows for authentication bypass and remote code execution.,Apply updates per vendor instructions.,6/22/2022,Unknown,,7.5,9.8,0.10942,0.94588,0.65993
CVE-2017-5070,Google,Chromium V8 Engine,Google Chromium V8 Type Confusion Vulnerability,6/8/2022,Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to execute code inside a sandbox.,Apply updates per vendor instructions.,6/22/2022,Unknown,,6.8,8.8,0.22646,0.96085,0.69694
CVE-2017-5030,Google,Chromium V8 Engine,Google Chromium V8 Memory Corruption Vulnerability,6/8/2022,Google Chromium V8 Engine contains a memory corruption vulnerability that allows a remote attacker to execute code.,Apply updates per vendor instructions.,6/22/2022,Unknown,,6.8,8.8,0.56570,0.97395,0.89731
CVE-2016-5198,Google,Chromium V8 Engine,Google Chromium V8 Out-of-Bounds Memory Vulnerability,6/8/2022,Google Chromium V8 Engine contains an out-of-bounds memory vulnerability.,Apply updates per vendor instructions.,6/22/2022,Unknown,,6.8,8.8,0.03967,0.91167,0.62057
CVE-2016-1646,Google,Chromium V8 Engine,Google Chromium V8 Out-of-Bounds Read Vulnerability,6/8/2022,Google Chromium V8 contains an out-of-bounds read vulnerability.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,8.8,0.04289,0.91467,0.62419
CVE-2013-1331,Microsoft,Office,Microsoft Office Buffer Overflow Vulnerability,6/8/2022,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via crafted PNG data in an Office document.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.96874,0.99644,1.00000
CVE-2012-5054,Adobe,Flash Player,Adobe Flash Player Integer Overflow Vulnerability,6/8/2022,Adobe Flash Player contains an integer overflow vulnerability that allows remote attackers to execute code via malformed arguments.,The impacted product is end-of-life and should be disconnected if still in use.,6/22/2022,Unknown,,9.3,,0.44556,0.97052,0.77769
CVE-2012-4969,Microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability,6/8/2022,Microsoft Internet Explorer contains a use-after-free vulnerability that allows remote attackers to execute code via a crafted web site.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.85698,0.98291,1.00000
